ID,Author,Publication_Date,Title,Source,Volume,Issue,Beginning_Page,Ending_Page,Site_Name,Latitude,Longitude,Start_Date,End_Date,Midpoint_Year,Order,Family,Genus,Species,Common_Name,Adult_Body_Mass_g,Longevity_d,Generation_length_d,Home_Range_km2,Litter_Size,Neonate_Body_Mass_g,Social_Group_Size,Age_Class,Harvest_Status,Monitored,Males_Monitored,Females_Monitored,Mortalities,Known_Mortalities,Total_Harvest,Legal_Harvest,Illegal_Harvest,Vehicle,Poisoning,Agriculture,Train,Fence_Entanglement,Other_Human_Causes,Management,Predation,Disease,Accident_or_Injury,Other_Natural_Causes,Starvation,Weather,Drowning,Other_Animal,Unknown,Grizzly_Bear_Predation,Black_Bear_Predation,Mountain_Lion_Predation,Bobcat_Predation,Wolf_Predation,Coyote_Predation,Wolverine_Predation,Alligator_Predation,Badger_Predation,Domestic_Dog_Predation,Fire_Ants_Predation,Golden_Eagle_Predation,Grey_Fox_Predation,Lynx_Predation,Red_Fox_Predation,Bear_spp_Predation,Eagle_spp_Predation,Felid_spp_Predation,Raptor_spp_Predation,Unknown_Predation,Number_of_Relevant_Predators,Grizzly_Bear_Present,Black_Bear_Present,Mountain_Lion_Present,Bobcat_Present,Wolf_Present,Coyote_Present,Wolverine_Present,Number_of_Ungulates,Number_of_Top_Ungulates,Moose_Present,Elk_Present,Caribou_Present,Mule_Deer_Present,Whitetail_Present,Pronghorn_Present,Bighorn_Present,Number_of_Other_Ungulates_Present,Other_Wild_Ungulates_Present,Human_Footprint_Index,Road_Density,Percent_Forest_Cover,Average_Terrain_Ruggedness
223,Kunkel,1999,Species-Specific Population Dynamics of Cervids in a Multipredator Ecosystem,The Journal of Wildlife Management,63,4,1082,1093,Kunkel_A,48.01198,-113.80301,1990,1996,1993,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Adult,Legal,55,0,55,28,27,6,6,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,1,3,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,1,1,NA,1,NA,NA,5,5,1,1,0,1,1,0,1,0,NA,3.675493316,0.069518227,0.844982699,421.2164144
234,Lehman,2018,Pumas Affect Elk Dynamics in Absence of Other Large Carnivores,The Journal of Wildlife Management,82,2,344,353,Lehman_A,43.63513,-103.82904,2011,2015,2013,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Adult,Legal,184,NA,NA,19,18,8,8,0,2,0,0,0,0,0,0,6,0,2,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,NA,0,NA,NA,4,4,0,1,0,1,1,1,0,0,NA,4.864975137,0.108929829,0.326821232,86.63553261
235,Lehman,2018,Pumas Affect Elk Dynamics in Absence of Other Large Carnivores,The Journal of Wildlife Management,82,2,344,353,Lehman_A,43.63513,-103.82904,2011,2015,2013,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Juvenile,Legal,125,NA,NA,73,71,0,0,0,0,0,0,0,0,0,0,68,2,0,1,0,0,0,0,2,0,0,59,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,NA,0,NA,NA,4,4,0,1,0,1,1,1,0,0,NA,4.864975137,0.108929829,0.326821232,86.63553261
250,Martin,2021,Ungulates search for the ideal home: how predation and forage differentially affect males and females in a partially migratory population,Thesis: University of Montana,0,0,1,188,Martin_A,51.5,-115.5,2018,2020,2019,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Adult,Legal,75,75,0,38,38,33,33,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,NA,1,NA,NA,5,5,1,1,0,1,1,0,1,0,NA,1.810305344,0.030163827,0.567061979,380.0774371
252,McCorquodale,2011,Elk Survival and Mortality Causes in the Blue Mountains of Washington,The Journal of Wildlife Management,75,4,897,904,McCorquodale_A,46.2264,-117.91455,2003,2006,2005,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Adult,Legal,190,147,39,79,73,55,51,4,0,0,0,0,0,0,0,10,0,0,7,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,1,1,NA,0,NA,NA,4,4,1,1,0,1,0,0,1,0,NA,3.99859944,0.129531601,0.242859664,212.5663845
254,McCorquodale,2003,Survival and Harvest Vulnerability of Elk in the Cascade Range of Washington,The Journal of Wildlife Management,67,2,248,257,McCorquodale_B,46.15403,-121.11246,1992,1999,1996,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Adult,Legal,78,51,27,39,39,32,27,5,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,NA,0,NA,NA,6,6,1,1,0,1,1,1,1,0,NA,3.485546925,0.051290844,0.640878335,230.349117
258,McGeachy,2016,Metapopulation dynamics and space use by reintroduced elk (Cervus elaphus) in central Ontario,Canadian Journal of Zoology,95,3,149,159,McGeachy_A,46.22645,-80.84794,2011,2013,2012,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Adult,Illegal,43,2,41,9,8,0,0,0,0,0,0,3,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,NA,1,NA,NA,3,3,1,1,0,0,1,0,0,0,NA,6.239259749,0.087697622,0.755325534,24.14356291
265,Monello,2014,Survival and Population Growth of a Free-Ranging Elk Population with a long history of exposure to chronic wasting disease,The Journal of Wildlife Management,78,2,214,223,Monello_A,40.58895,-105.96602,2008,2010,2009,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Adult,Legal,136,0,136,29,22,10,10,0,1,0,0,0,0,0,0,2,9,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,1,NA,1,NA,NA,4,4,1,1,0,1,0,0,1,0,NA,3.199083503,0.094136244,0.532100432,237.3015968
276,Nigon,2020,Estimates of Calf Survival and Factors Influencing Roosevelt Elk Mortality in Northwestern California,Thesis: Humboldt State University,0,0,1,96,Nigon_A,41.520572,-123.98384,2017,2018,2018,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Juvenile,Legal,43,29,29,18,16,0,0,0,0,0,0,0,0,0,0,10,1,0,0,4,0,1,0,2,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,1,NA,0,NA,NA,1,1,0,0,0,1,0,0,0,0,NA,2.779946024,0.076204857,0.772473387,418.3121617
293,Petersburg,2000,Emigration and Survival of 2-year-old male elk in Northwestern Colorado,Wildlife Society Bulletin,28,3,708,716,Petersburg_A,40.2852,-108.92524,1995,1996,1996,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Adult,Legal,52,52,0,32,30,28,28,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,NA,0,NA,NA,4,4,1,1,0,1,0,0,1,0,NA,4.894053228,0.062819371,0.010321101,161.3670263
300,Pohler,2014,"Demographic Characteristics of Elk in the Glass Mountains, Texas",Wildlife Biology,38,3,466,472,Pohler_A,31.29112,-104.42935,2009,2010,2010,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Adult,Legal,24,10,14,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,NA,0,NA,NA,6,5,0,1,0,1,1,1,1,1,Collared Peccary,3.204583068,0.031251781,0.005855123,75.07742498
303,Pope,1994,Roosevelt Elk Habitat Use in the Oregon Coast Range,Thesis: Oregon State University,0,0,1,76,Pope_A,43.09286,-122.88919,1991,1992,1992,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Adult,Legal,29,0,29,5,4,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,NA,0,NA,NA,3,3,1,1,0,1,0,0,0,0,NA,4.437611408,0.058094173,0.956627121,308.8712449
309,Raithel,2005,Impact of calf survival on elk population dynamics in west-central Montana,Thesis: University of Montana,0,0,1,106,Raithel_A,47.0079,-113.53294,2002,2004,2003,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Adult,Legal,28,0,28,5,5,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,NA,1,NA,NA,4,4,1,1,0,1,1,0,0,0,NA,3.373742519,0.150384386,0.463707872,329.1650547
310,Raithel,2005,Impact of calf survival on elk population dynamics in west-central Montana,Thesis: University of Montana,0,0,1,106,Raithel_A,47.0079,-113.53294,2002,2004,2003,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Juvenile,Legal,121,NA,NA,28,27,1,1,0,0,0,0,0,0,0,0,18,2,0,2,4,0,0,0,1,0,10,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,1,1,NA,1,NA,NA,4,4,1,1,0,1,1,0,0,0,NA,3.373742519,0.150384386,0.463707872,329.1650547
325,Sargeant,2011,"Implications of Chronic Wasting Disease, Cougar Predation, and reduced recruitment for elk management",The Journal of Wildlife Management,75,1,171,177,Sargeant_A,43.60359,-103.41841,2005,2009,2007,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Juvenile,Legal,202,83,119,28,28,13,12,1,1,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,NA,0,NA,NA,6,5,0,1,0,1,1,1,1,1,American Bison,4.893443666,0.102188726,0.225021561,74.62491242
336,Sergeyev,2019,Annual Survival and Harvest Vulnerability of Elk (Cervus canadensis),Thesis: Brigham Young University,0,0,1,53,Sergeyev_A,40.460552,-111.192043,2015,2017,2016,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Adult,Legal,376,0,376,117,112,80,80,0,1,0,0,0,0,11,2,16,1,0,1,0,0,0,0,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,NA,0,NA,NA,2,2,0,0,0,1,1,0,0,0,NA,7.64188415,0.524498774,0.654765463,332.5144249
342,Simpson,2015,"Population Ecology of Rocky Mountain Elk in the Black Hills, South Dakota and Wyoming",Thesis: South Dakota State University,0,0,1,156,Simpson_A,44.11773,-103.96396,2012,2013,2013,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Adult,Legal,49,0,49,12,11,7,7,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,NA,0,NA,NA,4,4,0,1,0,1,1,1,0,0,NA,4.75347178,0.144019943,0.537717001,110.4279614
343,Simpson,2015,"Population Ecology of Rocky Mountain Elk in the Black Hills, South Dakota and Wyoming",Thesis: South Dakota State University,0,0,1,156,Simpson_A,44.11773,-103.96396,2012,2013,2013,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Juvenile,Legal,71,41,30,16,15,0,0,0,1,0,0,0,0,0,0,13,0,0,0,1,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,NA,0,NA,NA,4,4,0,1,0,1,1,1,0,0,NA,4.75347178,0.144019943,0.537717001,110.4279614
344,Simpson,2020,"Survival and cause-specific mortality of neonate elk in a unique predator environment in the black hills of South Dakota and Wyoming, U.S.A",American Midland Naturalist,183,2,194,209,Simpson_B,44.03838961,-103.7749957,2012,2013,2013,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Juvenile,Legal,71,41,30,16,15,0,0,0,1,0,0,0,0,0,0,13,0,0,0,1,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,3,3,0,1,0,1,1,0,0,0,NA,5.331550802,0.226839586,0.595952799,114.8738638
345,Singer,1997,"Density Dependence, Compensation, and Environmental Effects on Elk Calf Mortality in Yellowstone National Park",The Journal of Wildlife Management,61,1,12,25,Singer_A,44.76677,-109.80774,1987,1990,1989,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Juvenile,Illegal,127,NA,NA,65,56,4,4,0,0,0,0,0,0,0,0,29,4,3,0,16,0,0,0,9,11,1,1,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,1,1,1,NA,0,NA,NA,7,6,1,1,0,1,1,1,1,1,American Bison,1.545952138,0.039258537,0.722108233,404.5125476
347,Slabach,2018,"Survival and cause-specific mortality of elk in Kentucky, USA",Wildlife Biology,2018,1,1,9,Slabach_A,37.54456,-83.1308,2011,2015,2013,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Adult,Legal,237,146,91,155,152,133,132,1,4,0,0,0,2,1,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,NA,0,NA,NA,2,2,0,1,0,0,1,0,0,0,NA,9.511583503,0.297170059,0.838148347,111.2095394
349,Smith,2021,Intraspecific variation in prey susceptibility mediates the consumptive effect of predation: a case study of Yellowstone elk and wolves,Thesis: Utah State University,0,0,1,169,Smith_A,44.9342,-110.6564,2000,2017,2009,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Adult,Legal,281,0,281,112,112,19,19,0,2,0,0,0,0,0,0,68,0,0,16,7,0,0,0,0,1,0,4,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,NA,1,NA,NA,7,6,1,1,0,1,1,1,1,1,American Bison,1.422606925,0.053247849,0.449588741,298.5083876
350,Smith,1998,Juvenile Survival and Population Regulation of the Jackson Elk Herd,The Journal of Wildlife Management,62,3,1036,1045,Smith_B,43.79066,-110.6805,1990,1992,1991,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Juvenile,Legal,164,89,75,56,41,37,36,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,NA,1,NA,NA,6,6,1,1,0,1,1,1,1,0,NA,2.283256881,0.056046579,0.864466019,273.5451442
351,Smith,2006,"Neonatal mortality of elk in Wyoming: enivornmental, population, and predator effects","US Dept of Interior, US Fish and Wildlife Service, Biological Technical Publication BTP-R6007-3007",0,0,1,32,Smith_C,43.81637,-110.60531,1997,1999,1998,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Juvenile,Legal,153,NA,NA,42,42,0,0,0,0,0,0,0,0,0,0,32,6,4,0,0,0,0,0,0,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,NA,1,NA,NA,6,6,1,1,0,1,1,1,1,0,NA,1.57679094,0.052176695,0.888543689,281.4191372
367,Stussy,1994,Survival of Resident and Translocated Female Elk in the Cascade Mountains of Oregon,Wildlife Society Bulletin,22,2,242,247,Stussy_A,44.9911,-121.86603,1988,1992,1990,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Adult,Legal,184,0,184,54,38,37,11,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,NA,0,NA,NA,3,3,1,1,0,1,0,0,0,0,NA,6.140420115,0.066108972,0.827268068,313.5613136
370,Tatman,2018,Effects of calf predation and nutrition on elk vital rates,The Journal of Wildlife Management,82,7,1417,1428,Tatman_A,36.63138,-104.14448,2009,2012,2011,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Juvenile,Legal,245,126,119,143,130,3,3,0,0,0,0,0,0,0,0,123,2,1,0,0,0,1,0,13,0,57,20,0,0,31,0,0,0,0,0,1,0,0,0,0,0,0,0,14,2,0,1,1,NA,0,NA,NA,5,5,0,1,0,1,1,1,1,0,NA,4.852956167,0.092545346,0.116194519,83.17253367
376,Unsworth,1993,Elk Mortality in the Clearwater Drainage of Northcentral Idaho,The Journal of Wildlife Management,57,3,495,502,Unsworth_A,46.5776,-115.34573,1986,1991,1989,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Adult,Legal,121,NA,NA,69,66,60,57,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,NA,1,NA,NA,5,5,1,1,0,1,1,0,1,0,NA,0.393329939,0.054595296,0.8476762,386.6113246
389,Webb,2011,Survival and Cause-specific mortality of female Rocky Mountain elk exposed to human activity,Population Ecology,53,3,483,493,Webb_A,36.78329,-105.61551,2006,2009,2008,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Adult,Legal,184,0,184,37,28,26,26,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,NA,0,NA,NA,4,4,0,1,0,1,1,0,1,0,NA,4.272345302,0.106059235,0.376881933,186.176599
408,Woods,1991,Ecology of a partially migratory elk population,Thesis: The University of British Columbia,0,0,1,149,Woods_A,51.28594,-115.85564,1986,1989,1988,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Adult,Legal,53,18,35,17,17,1,1,0,5,0,0,2,0,1,0,3,2,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,NA,1,NA,NA,5,5,1,1,0,1,1,0,1,0,NA,2.141108987,0.051649716,0.625463377,556.6422052
412,Yarkovich,2011,Effects of Black Bear Relocation on Elk Calf Recruitment at Great Smoky Mountains National Park,The Journal of Wildlife Management,75,5,1145,1154,Yarkovich_A,35.43483,-83.02292,2006,2008,2007,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Adult,Illegal,67,28,39,13,8,1,0,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,NA,0,NA,NA,2,2,0,1,0,0,1,0,0,0,NA,10.1894576,0.607545332,0.92382348,270.1438154
413,Yarkovich,2011,Effects of Black Bear Relocation on Elk Calf Recruitment at Great Smoky Mountains National Park,The Journal of Wildlife Management,75,5,1145,1154,Yarkovich_A,35.43483,-83.02292,2006,2008,2007,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Juvenile,Illegal,42,26,16,11,7,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,NA,0,NA,NA,2,2,0,1,0,0,1,0,0,0,NA,10.1894576,0.607545332,0.92382348,270.1438154
414,Zager,2005,Elk Ecology-Study IV: Factors Influencing Elk Calf Recruitment,ID Dept of Fish and Game Project W-160-R-32,0,0,1,32,Zager_A,46.34007,-115.14887,1999,2004,2002,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Juvenile,Legal,133,NA,NA,63,60,0,0,0,0,0,0,0,0,0,0,58,0,2,0,0,0,0,0,3,0,32,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,1,NA,1,NA,NA,5,5,1,1,0,1,1,0,1,0,NA,0.548243381,0.016470592,0.717395641,438.4366643
415,Zager,2005,Elk Ecology-Study IV: Factors Influencing Elk Calf Recruitment,ID Dept of Fish and Game Project W-160-R-32,0,0,1,32,Zager_B,45.6856,-115.4196,1999,2004,2002,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Juvenile,Legal,167,NA,NA,83,77,4,4,0,0,0,0,0,0,0,0,67,5,1,0,0,0,0,0,6,0,33,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,1,1,NA,1,NA,NA,5,5,1,1,0,1,1,0,1,0,NA,1.042330741,0.007728575,0.7649603,415.1386968
416,Zager,2005,Elk Ecology-Study IV: Factors Influencing Elk Calf Recruitment,ID Dept of Fish and Game Project W-160-R-32,0,0,1,32,Zager_C,46.55685,-116.02089,1999,2004,2002,Artiodactyla,Cervidae,Cervus,canadensis,Elk,240867,15531,5209,50.5,1,8280,17.5,Juvenile,Legal,354,NA,NA,30,26,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,4,0,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,NA,1,NA,NA,4,4,1,1,0,1,1,0,0,0,NA,2.693620273,0.067571884,0.451198308,256.795411
8,Ballard,1981,Causes of Neonatal Moose Calf Mortality in South Central Alaska,The Journal of Wildlife Management,45,2,335,342,Ballard_A,63.07849,-146.26163,1977,1978,1978,Artiodactyla,Cervidae,Alces,alces,Moose,461901,9855,3722,64.2,1.25,13000,1,Juvenile,Legal,136,NA,NA,66,63,0,0,0,0,0,0,0,0,0,0,57,0,0,6,0,0,0,0,3,52,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,NA,NA,NA,1,NA,NA,2,2,1,0,1,0,0,0,0,0,NA,0.506683641,0.024904008,0.164109836,257.5786897
9,Ballard,1991,Population Dynamics of Moose in South-Central Alaska,Wildlife Monographs,114,1,3,49,Ballard_B,62.2064,-145.68318,1976,1986,1981,Artiodactyla,Cervidae,Alces,alces,Moose,461901,9855,3722,64.2,1.25,13000,1,Adult,Legal,184,NA,NA,36,23,12,12,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,12,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,NA,NA,NA,1,NA,NA,1,1,1,0,0,0,0,0,0,0,NA,0.463721996,0.028495873,0.207059441,67.80481178
10,Ballard,1991,Population Dynamics of Moose in South-Central Alaska,Wildlife Monographs,114,1,3,49,Ballard_B,62.2064,-145.68318,1976,1986,1981,Artiodactyla,Cervidae,Alces,alces,Moose,461901,9855,3722,64.2,1.25,13000,1,Juvenile,Legal,218,NA,NA,141,136,0,0,0,0,0,0,0,0,0,0,101,0,0,15,20,0,0,0,5,88,4,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,NA,NA,NA,1,NA,NA,1,1,1,0,0,0,0,0,0,0,NA,0.463721996,0.028495873,0.207059441,67.80481178
13,Bangs,1989,Survival Rates of Adult Female Moose on the Kenai Peninsula,The Journal of Wildlife Management,53,3,557,563,Bangs_A,60.72435,-150.21466,1980,1986,1983,Artiodactyla,Cervidae,Alces,alces,Moose,461901,9855,3722,64.2,1.25,13000,1,Adult,Legal,51,0,51,16,15,3,1,2,6,0,0,0,0,0,0,2,0,2,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,NA,NA,NA,1,NA,NA,3,3,1,1,1,0,0,0,0,0,NA,0.934805788,0.047523816,0.54653821,285.184346
21,Becker,2008,"Habitat selection, condition and survival of Shiras moose in northwest Wyoming",Thesis: University of Wyoming,0,0,1,218,Becker_A,43.79065,-110.68306,2005,2006,2006,Artiodactyla,Cervidae,Alces,alces,Moose,461901,9855,3722,64.2,1.25,13000,1,Adult,Legal,111,31,80,38,21,5,5,0,2,0,0,0,0,0,0,8,0,0,6,0,0,0,0,17,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,NA,NA,NA,1,NA,NA,6,5,1,1,0,1,1,1,0,1,American Bison,1.864720133,0.054743862,0.459427082,273.2188342
37,Bertram,2002,Moose Mortality in Eastern Interior Alaska,The Journal of Wildlife Management,66,3,747,756,Bertram_A,66.28365,-147.39063,1998,2000,1999,Artiodactyla,Cervidae,Alces,alces,Moose,461901,9855,3722,64.2,1.25,13000,1,Adult,Legal,30,0,30,7,7,1,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,NA,NA,NA,1,NA,NA,2,2,1,0,1,0,0,0,0,0,NA,0.144910941,0,0.303271328,48.30183328
38,Bertram,2002,Moose Mortality in Eastern Interior Alaska,The Journal of Wildlife Management,66,3,747,756,Bertram_A,66.28365,-147.39063,1998,2000,1999,Artiodactyla,Cervidae,Alces,alces,Moose,461901,9855,3722,64.2,1.25,13000,1,Juvenile,Legal,64,NA,NA,45,38,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,3,0,7,15,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,NA,NA,NA,1,NA,NA,2,2,1,0,1,0,0,0,0,0,NA,0.144910941,0,0.303271328,48.30183328
45,Boertje,2020,Lifetime Sex-Specific Moose Mortality During an Intentional Population Reduction,Journal of Wildlife Management,84,1,6,19,Boertje_A,64.295441,-147.530606,1997,2014,2006,Artiodactyla,Cervidae,Alces,alces,Moose,461901,9855,3722,64.2,1.25,13000,1,Adult,Legal,380,154,226,351,351,132,96,36,0,0,0,0,0,14,0,162,0,10,33,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,2,1,NA,NA,NA,1,NA,NA,3,2,1,0,1,0,0,0,0,1,Dall sheep,0.852233677,0.020777364,0.603968273,106.9096877
59,Burrows,2001,"The effects of landscape disturbance on the population dynamics and behavior of moose (Alces alces) in the Greater Pukaskwa Ecosystem, Ontario",Thesis: Lakehead University,0,0,1,87,Burrows_A,48.24639,-85.88732,1995,1996,1996,Artiodactyla,Cervidae,Alces,alces,Moose,461901,9855,3722,64.2,1.25,13000,1,Adult,Legal,35,0,35,9,8,1,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,NA,NA,NA,1,NA,NA,3,3,1,0,1,0,1,0,0,0,NA,0.597547624,0.001082374,0.92755102,61.06733562
